,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
10,0.11322527,0.1360689,0.14117084,0.17762037,-0.10918598,-0.18480554,-0.07446095,0.10534732,-0.07635841,0.5085358,0.9999999,0.5723934,0.53586715,-0.07606529,-0.10712807,0.1444534,0.30852434,-0.212136,0.40960014,0.44770283,0.29896227,0.15564528,-0.13662696,-0.14464892,0.2907108,0.18083993,0.26044384,0.057564907,0.10394493,0.16166668,0.16277122,0.37518734,0.19092174,-0.103237,0.4227247,0.07648992,0.12864375,0.17834881,0.15816154,0.065602794,0.10237557,0.10494039,0.109063454,0.09538101,0.099297725,-0.109195106,0.0904449,0.1569629,0.14976953,0.10303682,-0.5597014,0.16845366,0.31385538,0.19538347,0.23692912,0.49252078,0.3508677,0.4655521,0.45420226,0.3542348,-0.098564595,0.105930805,0.1188061,0.23724414,0.3817681,-0.12844457,0.10816052,0.07702695,0.11053919,-0.09888956,0.086196885,0.13146105,0.059342798,0.085003525,0.1685119,0.13911653,0.41890088,0.14457336,-0.35984397,-0.37229687,0.3065603,0.15492041,-0.26742464,-0.11965687,0.15280549,-0.2485101,-0.15819243,0.06481744,-0.0014293239,0.1323878,0.16543394,0.43041307,0.12289781,0.33928105,0.09324163,0.19355524,0.28304276,0.19051787,0.3231095,0.17233418,0.25549582,0.36981183
11,0.24115148,0.28681645,0.2970243,0.31129724,-0.229535,-0.34099567,-0.15476607,0.19670859,-0.17569527,0.42026997,0.5723935,1.0,0.5213878,-0.14542681,-0.22031398,0.26580688,0.40284947,-0.25824484,0.54041684,0.5795368,0.45414928,0.4042802,-0.39375722,-0.4329784,0.3554356,0.2363995,0.41508514,0.1183994,0.19379549,0.2553739,0.2637053,0.56995404,0.3450272,-0.18767205,0.55306447,0.15897755,0.27914324,0.28792638,0.30046853,0.12008043,0.2239209,0.24438842,0.22951546,0.20225279,0.21845731,-0.23546225,0.13731714,0.31867796,0.33435568,0.23036328,-0.48902565,0.29244298,0.37550765,0.34609327,0.375054,0.50918716,0.43240508,0.58126235,0.4997187,0.53106993,-0.2351786,0.2323767,0.25626037,0.37017643,0.50293493,-0.29311702,0.17745626,0.21427387,0.21569909,-0.17361724,0.15987225,0.26335794,0.10333772,0.15977615,0.34090984,0.31474403,0.49960217,0.260567,-0.5018335,-0.51272047,0.45333347,0.29820454,-0.43922576,-0.21479349,0.26521128,-0.44581845,-0.2740158,0.14778404,-0.0013946621,0.30287042,0.2721732,0.5387149,0.23290376,0.5141406,0.19739698,0.3300765,0.46228138,0.33581007,0.33743274,0.31253177,0.30782145,0.6240978
12,0.15468076,0.15346102,0.16228367,0.28683138,-0.10922105,-0.19286603,-0.10315929,0.133716,-0.11075207,0.3587076,0.5358672,0.5213878,1.0,-0.11465549,-0.15918876,0.15275307,0.21493194,-0.2642022,0.3167078,0.35645914,0.26723447,0.12365383,-0.112760864,-0.12743564,0.1566797,0.18216614,0.19571592,0.09820599,0.14567052,0.15274301,0.45980883,0.6349884,0.3640811,-0.14242807,0.45391968,0.07593303,0.1711331,0.21224257,0.22700527,0.0816396,0.12967296,0.12983443,0.13598199,0.12158884,0.12214559,-0.13633087,0.07047756,0.16560952,0.16968498,0.12476275,-0.35099632,0.18082917,0.27888504,0.2053194,0.32119787,0.49134144,0.30900115,0.4770606,0.38003173,0.3991755,-0.12561601,0.13886347,0.15879211,0.23626295,0.4262765,-0.2073049,0.15589349,0.0881199,0.13841683,-0.14295284,0.13049455,0.17534743,0.078325175,0.15035485,0.208698,0.18083625,0.38335523,0.20017782,-0.35902157,-0.4118559,0.5355636,0.19837643,-0.30149254,-0.17669265,0.23710057,-0.2591459,-0.21647571,0.10115989,-0.00079882046,0.17564139,0.1851603,0.45822063,0.16732483,0.36981183,0.13134778,0.23558229,0.269941,0.23002721,0.28606486,0.2982119,0.21053025,0.5483023
13,-0.5948707,-0.19236758,-0.21132666,-0.22765638,0.40943563,0.3904236,0.23903649,-0.31330866,0.22368638,-0.16570297,-0.07606529,-0.14542681,-0.11465549,1.0,0.757307,-0.5390386,-0.11386996,0.17085613,-0.181868,-0.14380872,-0.113598906,-0.1465575,0.16666228,0.2353569,-0.24960698,-0.07549352,-0.13084206,-0.10859684,-0.14058039,-0.040900573,-0.04900433,-0.1379932,-0.18997858,0.20271906,-0.092004575,-0.056394007,-0.2123883,-0.24271783,-0.21280926,-0.09925287,-0.27817973,-0.21867462,-0.3020959,-0.25054628,-0.27897924,0.3002928,-0.0763094,-0.1802099,-0.23347138,-0.17789014,0.06843651,-0.17843214,-0.18133436,-0.20766397,-0.20870447,-0.08838592,-0.14391828,-0.12904091,-0.16009404,-0.16256079,0.22251609,-0.341395,-0.25352117,-0.16093975,-0.17209439,0.5387581,-0.65720516,-0.40353763,-0.6245596,0.26957497,-0.1726268,-0.27311328,-0.093775585,-0.10855485,-0.31023547,-0.30681127,-0.116454594,-0.23495676,0.20381017,0.20736998,-0.14310849,-0.59164953,0.21356104,0.19585434,-0.21186866,0.3624721,0.4028839,-0.42706153,0.0005311868,-0.3279703,-0.21495731,-0.11263835,-0.27076015,-0.31861448,-0.3312138,-0.23471099,-0.23745447,-0.24018319,-0.08393315,-0.41827098,-0.42540517,-0.19803983
14,-0.6732404,-0.22618394,-0.23796363,-0.27501887,0.43781513,0.4355475,0.26234505,-0.33337995,0.25438747,-0.17851588,-0.107128076,-0.22031398,-0.15918876,0.757307,1.0,-0.5457896,-0.12889831,0.18393728,-0.21486704,-0.16024914,-0.13428485,-0.15792958,0.19067575,0.25559762,-0.26581103,-0.08321475,-0.14940548,-0.11785188,-0.15804093,-0.04401729,-0.064750105,-0.19022995,-0.21679796,0.22115684,-0.1199085,-0.06939698,-0.2248444,-0.24979763,-0.23841175,-0.11856662,-0.31306973,-0.24763478,-0.3449916,-0.29599935,-0.313972,0.3338294,-0.08778574,-0.20723294,-0.24929051,-0.20496887,0.08136288,-0.2004384,-0.18281108,-0.229336,-0.25693956,-0.11140687,-0.16047,-0.16813457,-0.20682564,-0.20501238,0.25529057,-0.37105414,-0.2922754,-0.173534,-0.22584938,0.59979236,-0.664515,-0.4758051,-0.6812476,0.27660352,-0.19345984,-0.32174474,-0.14274319,-0.1309417,-0.35993165,-0.36487585,-0.1392016,-0.25559893,0.23032068,0.23947166,-0.16952756,-0.6286057,0.25264895,0.22117011,-0.24185373,0.41975516,0.42234775,-0.45664892,-0.00097240927,-0.3735116,-0.2282969,-0.14217457,-0.3196833,-0.35008857,-0.353129,-0.2855591,-0.25607967,-0.25899372,-0.09563766,-0.4248387,-0.46044606,-0.25134426
15,0.4163067,0.27237543,0.28179017,0.26954746,-0.40138674,-0.37394685,-0.23245832,0.29814586,-0.23235561,0.25520584,0.14445342,0.26580688,0.15275307,-0.5390386,-0.54578954,1.0000001,0.17805013,-0.44332987,0.2588487,0.21250808,0.17890371,0.21658665,-0.22840524,-0.29398808,0.30323914,0.13449301,0.18262345,0.14233118,0.18852344,0.07507576,0.0977964,0.20593752,0.21849751,-0.22432296,0.16253585,0.08237955,0.27422073,0.33050618,0.262855,0.13309738,0.30520508,0.24523808,0.3026286,0.28307608,0.30454317,-0.33194673,0.11746894,0.27923015,0.3228868,0.25442827,-0.19382107,0.30295214,0.5565685,0.3596869,0.3621475,0.18402182,0.32271227,0.29882446,0.24925928,0.24422503,-0.2391038,0.3330946,0.29799268,0.41410604,0.32720023,-0.39252552,0.3757221,0.36569086,0.5348122,-0.24908419,0.19355896,0.29282182,0.12986419,0.13475977,0.3742351,0.36125752,0.27536327,0.29659542,-0.42729372,-0.45637593,0.32806942,0.50588626,-0.35150903,-0.24833886,0.2752783,-0.4695365,-0.32082972,0.2889378,-0.0021603906,0.35848433,0.25757882,0.3249856,0.27294448,0.41037184,0.30787343,0.3589557,0.3963735,0.30419302,0.139388,0.34619665,0.46129337,0.26363248
16,0.16424443,0.1965074,0.22212286,0.21066266,-0.24493359,-0.31466976,-0.13491338,0.15161635,-0.16332166,0.56764495,0.30852434,0.40284947,0.21493194,-0.11386996,-0.1288983,0.17805013,1.0,-0.27492607,0.5955958,0.4351386,0.48075455,0.12879518,-0.11574742,-0.14124063,0.23561922,0.16341114,0.21999827,0.10451418,0.13625884,0.31990078,0.14933595,0.37592423,0.19772553,-0.14112435,0.5053365,0.08214248,0.22817412,0.24381188,0.22235206,0.07904441,0.22275722,0.18751912,0.21949442,0.22406814,0.21812463,-0.23302649,0.28187272,0.23612158,0.294274,0.22481784,-0.31961572,0.25175214,0.35747716,0.2455099,0.2761863,0.4200033,0.4180847,0.4325409,0.36806038,0.37528554,-0.14202455,0.1597118,0.20191942,0.29676402,0.43834305,-0.121826224,0.13160197,0.09255166,0.12786439,-0.111943446,0.12854208,0.18412581,0.06954416,0.13347062,0.28009468,0.23579983,0.3725057,0.19518696,-0.43747446,-0.3666004,0.4467685,0.20428492,-0.31661808,-0.17148432,0.21667683,-0.35507268,-0.19428426,0.11019147,0.0047245966,0.23340505,0.36492488,0.37567788,0.15965708,0.4062215,0.1508576,0.27757686,0.348343,0.23269036,0.29117236,0.16529872,0.37271306,0.2792297
17,-0.19305722,-0.22563303,-0.19821757,-0.24252427,0.19431123,0.22198713,0.11675335,-0.1491148,0.13408846,-0.29466194,-0.212136,-0.25824484,-0.2642022,0.17085613,0.18393727,-0.44332984,-0.27492607,1.0,-0.2613674,-0.20688108,-0.2397577,-0.13099465,0.12840703,0.1624882,-0.20188637,-0.11221294,-0.138847,-0.09676546,-0.14088123,-0.14591792,-0.21999145,-0.2997617,-0.23023413,0.14120685,-0.2762672,-0.056687683,-0.19287907,-0.21890579,-0.23843098,-0.086093694,-0.16486894,-0.15507223,-0.16570373,-0.1629109,-0.16497725,0.19597268,-0.15359639,-0.22077605,-0.23395817,-0.1862536,0.30844155,-0.22319935,-0.5089793,-0.27654296,-0.36361793,-0.28982228,-0.3252474,-0.3843356,-0.33084202,-0.31040916,0.13090691,-0.15396197,-0.1804956,-0.3536658,-0.33721915,0.15553677,-0.16515692,-0.12904847,-0.19196886,0.10745,-0.118135415,-0.18658313,-0.08499367,-0.11714848,-0.24458557,-0.20237136,-0.34942675,-0.20472199,0.45535037,0.49011934,-0.4979591,-0.2517728,0.31427512,0.17017849,-0.22930583,0.324412,0.20756145,-0.12119109,0.00018660918,-0.20643851,-0.24313025,-0.4170858,-0.16387287,-0.37107965,-0.14579229,-0.2752332,-0.32140672,-0.22437005,-0.21805379,-0.22941063,-0.32058054,-0.27267033
18,0.23908009,0.26651958,0.3015132,0.26704872,-0.37660578,-0.48142046,-0.17871432,0.21626933,-0.21467216,0.5231862,0.40960017,0.54041684,0.3167078,-0.181868,-0.21486704,0.2588487,0.5955958,-0.2613674,1.0,0.7313078,0.64967257,0.3308556,-0.2689173,-0.29011032,0.39545995,0.36820745,0.5003671,0.12405889,0.18400787,0.30107838,0.161622,0.4319136,0.28274742,-0.1901465,0.53436816,0.12353054,0.31916624,0.33024895,0.34642404,0.11327728,0.29618475,0.27289605,0.2829914,0.25302634,0.28270784,-0.30202505,0.21270095,0.31519356,0.3628477,0.23438412,-0.39802223,0.2783036,0.38404477,0.34501708,0.35952982,0.43656284,0.43904227,0.5162792,0.48088822,0.52300864,-0.23740269,0.22031558,0.2806334,0.38662642,0.4540344,-0.21446745,0.19138621,0.15285222,0.23446648,-0.16562632,0.15786201,0.31352732,0.09398341,0.1576776,0.37610334,0.34203047,0.50323087,0.24261247,-0.51370174,-0.4551582,0.36343202,0.30317757,-0.42144594,-0.20540617,0.267842,-0.4853463,-0.27313253,0.16042201,0.0044937492,0.35160464,0.4054622,0.440553,0.24115682,0.48633024,0.20010427,0.34883833,0.43408462,0.3517875,0.32252973,0.26243716,0.41230035,0.47780913
19,0.17286572,0.25269827,0.28276646,0.25294772,-0.2988845,-0.37349662,-0.14439508,0.2021752,-0.17030431,0.46625698,0.44770285,0.5795368,0.35645914,-0.14380872,-0.16024914,0.21250808,0.4351386,-0.20688109,0.7313079,1.0000001,0.55582225,0.4107487,-0.33874738,-0.2989073,0.3384051,0.3155151,0.7031753,0.1205022,0.16125306,0.16348931,0.1382584,0.4068979,0.23201688,-0.15597661,0.5143629,0.20946991,0.29692173,0.30914366,0.31649798,0.116743654,0.25195646,0.28854915,0.24633446,0.19844566,0.23516175,-0.25677937,0.14849696,0.26575404,0.31834084,0.22573729,-0.44650197,0.27172405,0.34027502,0.32261252,0.3377944,0.36652818,0.42247114,0.47521538,0.3761897,0.47164237,-0.22751981,0.18375972,0.25891846,0.3808368,0.36747524,-0.15523157,0.1442649,0.11600664,0.1791556,-0.14618939,0.13650079,0.30585805,0.0835438,0.15288156,0.33887702,0.31951797,0.4797317,0.22182414,-0.45300797,-0.45133483,0.27970153,0.23017813,-0.4011722,-0.18630624,0.24776131,-0.4213422,-0.19242318,0.12968448,-0.0004576578,0.33257994,0.34487224,0.40795526,0.22175567,0.4434717,0.16573101,0.3260219,0.42001405,0.37464955,0.24634469,0.20961532,0.30000257,0.51359874
