,0
353,136
354,128
355,49
356,49
357,191
358,136
359,11
360,49
361,49
362,49
363,99
364,49
365,11
366,49
367,49
368,49
369,191
370,99
371,99
372,136
373,191
374,136
375,49
376,49
377,11
378,49
379,136
380,128
381,49
382,11
383,49
384,49
385,49
386,99
387,136
388,49
389,136
390,49
391,49
392,11
393,136
394,49
395,49
396,49
397,49
398,49
399,179
400,191
401,179
402,136
403,99
404,173
405,128
406,11
407,49
408,61
409,136
410,49
411,49
412,136
413,194
414,136
415,49
416,155
417,49
418,136
419,49
420,136
421,35
422,123
423,49
424,191
425,136
426,49
427,49
428,49
429,140
430,128
431,87
432,49
433,99
434,11
435,49
436,49
437,49
438,11
439,6
440,128
441,191
442,49
443,49
444,99
445,99
446,49
447,136
448,192
449,128
450,136
451,136
452,136
453,166
454,51
455,49
456,136
457,49
458,49
459,49
460,49
461,99
462,136
463,49
464,73
465,49
466,49
467,136
468,11
469,136
470,141
471,194
472,49
473,11
474,11
475,179
476,53
477,49
478,191
479,179
480,136
481,11
482,128
483,35
484,49
485,11
486,11
487,166
488,49
489,49
490,191
491,49
492,49
493,49
494,99
495,9
496,136
497,35
498,11
499,90
500,128
501,49
502,49
503,49
504,49
505,166
506,136
507,49
508,28
509,49
510,99
511,136
512,99
513,136
514,99
515,48
516,191
517,49
518,6
519,49
520,49
521,132
522,49
523,141
524,191
525,191
526,10
527,49
528,49
529,49
530,49
531,136
532,191
533,49
534,11
535,49
536,49
537,11
538,49
539,136
540,49
541,87
542,136
543,49
544,49
545,49
546,11
547,136
548,49
549,49
550,11
551,49
552,49
553,119
554,195
555,49
556,6
557,136
558,136
559,49
560,49
561,49
562,87
563,136
564,99
565,49
566,49
567,49
568,11
569,49
570,97
571,136
572,141
573,99
574,11
575,11
576,136
577,136
578,136
579,49
580,49
581,49
582,49
583,49
584,61
585,49
586,73
587,191
588,49
589,191
590,191
591,136
592,49
593,191
594,99
595,49
596,136
597,49
598,49
599,9
600,49
601,49
602,128
603,91
604,136
605,166
606,49
607,99
608,156
609,62
610,191
611,49
612,11
613,136
614,128
615,49
616,99
617,49
618,136
619,49
620,49
621,49
622,99
623,49
624,136
625,49
626,194
627,191
628,99
629,136
630,173
631,191
632,136
633,49
634,11
635,141
636,49
637,99
638,70
639,49
640,49
641,73
642,136
643,99
644,101
645,136
646,49
647,49
648,49
649,136
650,49
651,49
652,49
653,136
654,49
655,11
656,136
657,87
658,49
659,49
660,49
661,140
662,99
663,49
664,136
665,49
666,128
667,6
668,49
669,140
670,49
671,49
672,49
673,11
674,136
675,49
676,49
677,49
678,49
679,11
680,49
681,49
682,49
683,49
684,61
685,11
686,49
687,49
688,99
689,61
690,49
691,141
692,49
693,49
694,61
695,49
696,194
697,11
698,179
699,49
700,136
701,97
702,136
703,136
704,6
705,11
706,136
707,158
708,11
709,141
710,49
711,49
712,11
713,49
714,49
715,173
716,87
717,99
718,35
719,49
720,87
721,49
722,49
723,191
724,49
725,11
726,49
727,49
728,99
729,191
730,136
731,166
732,6
733,136
734,191
735,128
736,49
737,136
738,49
739,61
740,136
741,173
742,9
743,49
744,49
745,49
746,49
747,128
748,61
749,49
750,49
751,99
752,49
753,49
754,179
755,158
756,136
757,99
758,70
759,99
760,49
761,99
762,49
763,49
764,141
765,49
766,49
767,49
768,49
769,136
770,99
771,191
772,49
773,136
774,121
775,49
776,179
777,135
778,49
779,49
780,87
781,49
782,191
783,49
784,49
785,179
786,49
787,179
788,99
789,49
790,87
791,179
792,49
793,136
794,49
795,49
796,11
797,99
798,70
799,49
800,191
801,173
802,49
803,49
804,49
805,49
806,0
807,0
808,136
809,11
810,49
811,136
812,79
813,49
814,49
815,49
816,123
817,49
818,11
819,136
820,11
821,101
822,49
823,136
824,11
825,49
826,136
827,136
828,49
829,191
830,49
831,128
832,49
833,49
834,49
835,49
836,49
837,49
838,128
839,9
840,136
841,179
842,49
843,136
844,11
845,49
846,49
847,49
848,136
